months_as_customer,age,policy_state,policy_csl,policy_detuctable,policy_monthly_premium,policy_annual_premium,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,incident_date,incident_type,collision_type,incident_severity,incident_state,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_year,fraud_reported,total_policy_premium_by_months_customer
4,39,498759,IL,100/300,Jeep,1000,1326.98,6000000,FEMALE,High School,machine-op-inspct,reading,unmarried,1/13/2015,Multi-vehicle Collision,Front Collision,Minor Damage,VA,Northbend,14,3,YES,1,?,54120,4510,9020,40590,Grand Cherokee
298,49,795004,OH,250/500,Saab,500,862.92,0,MALE,MD,machine-op-inspct,camping,wife,1/17/2015,Multi-vehicle Collision,Side Collision,Major Damage,NY,Northbrook,16,3,NO,0,NO,69480,11580,11580,46320,95
231,43,203250,IN,100/300,Chevrolet,2000,1331.69,0,FEMALE,Masters,adm-clerical,reading,not-in-family,2/18/2015,Single Vehicle Collision,Rear Collision,Minor Damage,NY,Northbend,12,1,?,1,NO,66950,10300,10300,46350,Malibu
338,47,430794,OH,250/500,Dodge,2000,1486.04,0,FEMALE,Associate,armed-forces,board-games,own-child,1/14/2015,Multi-vehicle Collision,Rear Collision,Major Damage,OH,Northbrook,1,3,NO,2,?,64100,12820,6410,44870,RAM
261,46,156636,IN,100/300,Chevrolet,1000,870.55,0,MALE,PhD,prof-specialty,camping,unmarried,1/27/2015,Single Vehicle Collision,Rear Collision,Minor Damage,SC,Springfield,19,1,?,0,?,80280,13380,13380,53520,Tahoe
321,44,284143,IL,500/1000,Accura,2000,1344.56,6000000,MALE,Associate,machine-op-inspct,hiking,husband,2/12/2015,Vehicle Theft,?,Trivial Damage,NY,Northbend,7,1,?,1,NO,4680,520,0,4160,MDX
0,32,740518,OH,500/1000,Accura,1000,1377.04,0,MALE,College,tech-support,base-jumping,wife,1/17/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,NY,Springfield,6,4,?,1,NO,39720,6620,6620,26480,MDX
405,58,445289,IL,250/500,Mercedes,500,1237.88,0,MALE,MD,exec-managerial,exercise,not-in-family,1/13/2015,Single Vehicle Collision,Front Collision,Major Damage,NY,Arlington,11,1,?,0,?,63580,5780,5780,52020,ML350
304,49,599262,IN,100/300,Saab,1000,1525.86,0,FEMALE,PhD,craft-repair,camping,own-child,1/21/2015,Single Vehicle Collision,Side Collision,Minor Damage,NC,Northbend,2,1,YES,1,YES,73370,13340,6670,53360,95
1,29,357949,OH,500/1000,Honda,500,854.58,0,FEMALE,JD,craft-repair,paintball,other-relative,1/1/2015,Single Vehicle Collision,Side Collision,Minor Damage,SC,Northbrook,15,1,?,2,YES,86790,7890,23670,55230,CRV
26,39,493161,IN,250/500,Mercedes,1000,770.76,0,MALE,Masters,tech-support,sleeping,husband,2/18/2015,Single Vehicle Collision,Side Collision,Major Damage,WV,Columbus,0,1,NO,0,?,49800,9960,4980,34860,ML350
202,38,320251,IL,100/300,Nissan,2000,1132.74,0,FEMALE,Associate,armed-forces,exercise,husband,2/4/2015,Single Vehicle Collision,Side Collision,Major Damage,WV,Hillsdale,12,1,YES,1,NO,77440,7040,14080,56320,Ultima
289,48,231127,IL,500/1000,Accura,500,1173.37,8000000,FEMALE,PhD,handlers-cleaners,board-games,own-child,1/9/2015,Single Vehicle Collision,Front Collision,Total Loss,SC,Springfield,1,1,?,1,?,42900,8580,0,34320,TL
61,26,766193,OH,100/300,Ford,2000,1188.28,6000000,FEMALE,JD,farming-fishing,skydiving,wife,2/14/2015,Multi-vehicle Collision,Rear Collision,Major Damage,VA,Hillsdale,16,2,YES,1,NO,53820,11960,5980,35880,F150
334,46,555374,IL,100/300,Jeep,1000,876.88,6000000,MALE,MD,sales,reading,other-relative,1/3/2015,Single Vehicle Collision,Rear Collision,Minor Damage,WV,Hillsdale,2,1,NO,2,NO,57330,12740,6370,38220,Grand Cherokee
12,24,491484,IL,500/1000,Nissan,1000,1143.95,0,FEMALE,PhD,tech-support,paintball,other-relative,2/4/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,NY,Riverwood,13,3,NO,2,?,53370,5930,5930,41510,Ultima
86,29,925128,IL,100/300,Accura,2000,1409.06,0,MALE,High School,prof-specialty,yachting,husband,1/30/2015,Single Vehicle Collision,Front Collision,Minor Damage,NY,Northbrook,0,1,NO,2,YES,62920,9680,14520,38720,MDX
83,24,265093,IN,500/1000,Honda,1000,1070.63,0,FEMALE,High School,machine-op-inspct,board-games,unmarried,2/20/2015,Multi-vehicle Collision,Front Collision,Total Loss,NY,Arlington,0,3,?,0,NO,61600,6160,12320,43120,CRV
126,30,267808,IL,500/1000,Mercedes,2000,916.13,0,MALE,College,sales,golf,unmarried,1/7/2015,Multi-vehicle Collision,Rear Collision,Total Loss,NY,Northbend,16,3,YES,2,NO,74160,6180,12360,55620,E400
209,38,116735,OH,250/500,Audi,500,1191.5,0,MALE,High School,priv-house-serv,reading,husband,1/31/2015,Single Vehicle Collision,Rear Collision,Total Loss,WV,Arlington,8,1,NO,2,?,80100,8900,8900,62300,A3
283,48,963680,OH,500/1000,Volkswagen,1000,1474.66,0,FEMALE,JD,sales,paintball,husband,2/17/2015,Parked Car,?,Trivial Damage,NY,Hillsdale,9,1,?,2,NO,6560,820,820,4920,Jetta
194,34,445694,IL,250/500,Nissan,1000,1193.45,0,MALE,JD,other-service,hiking,not-in-family,1/24/2015,Single Vehicle Collision,Rear Collision,Total Loss,WV,Northbend,11,1,?,2,YES,58800,11760,5880,41160,Pathfinder
184,38,215534,IL,250/500,Dodge,1000,1437.53,0,FEMALE,College,transport-moving,chess,not-in-family,2/2/2015,Multi-vehicle Collision,Side Collision,Minor Damage,PA,Northbrook,6,3,?,0,NO,53730,11940,5970,35820,RAM
479,60,232854,IL,100/300,Honda,2000,1304.83,0,FEMALE,College,other-service,cross-fit,husband,1/9/2015,Single Vehicle Collision,Rear Collision,Total Loss,NY,Arlington,18,1,NO,0,NO,60600,5050,10100,45450,Civic
284,48,168260,OH,250/500,Mercedes,1000,1168.8,0,FEMALE,JD,tech-support,movies,other-relative,2/28/2015,Single Vehicle Collision,Side Collision,Total Loss,NY,Northbrook,11,1,?,0,YES,35750,6500,3250,26000,E400
65,27,538955,IN,100/300,Chevrolet,1000,1164.97,0,FEMALE,College,adm-clerical,exercise,wife,1/17/2015,Single Vehicle Collision,Front Collision,Total Loss,WV,Arlington,17,1,?,1,YES,42840,3570,7140,32130,Silverado
222,39,243226,IL,250/500,Jeep,1000,1232.72,0,MALE,High School,armed-forces,hiking,own-child,2/9/2015,Multi-vehicle Collision,Front Collision,Major Damage,SC,Springfield,21,3,?,1,NO,87960,14660,14660,58640,Wrangler
196,41,246435,IL,250/500,Jeep,2000,1800.76,0,MALE,JD,protective-serv,camping,other-relative,1/14/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,SC,Hillsdale,0,3,NO,1,NO,47800,4780,4780,38240,Grand Cherokee
253,43,582480,IL,500/1000,Chevrolet,500,1187.01,7000000,FEMALE,Associate,tech-support,exercise,unmarried,2/2/2015,Vehicle Theft,?,Trivial Damage,NY,Northbrook,9,1,NO,0,?,3840,640,640,2560,Tahoe
280,43,345539,IN,100/300,Accura,1000,1559.34,0,MALE,JD,transport-moving,hiking,own-child,2/17/2015,Single Vehicle Collision,Front Collision,Total Loss,NY,Riverwood,1,1,NO,0,?,77000,14000,7000,56000,RSX
5,26,924318,IL,250/500,Audi,2000,1137.02,0,FEMALE,PhD,farming-fishing,skydiving,not-in-family,1/25/2015,Single Vehicle Collision,Rear Collision,Total Loss,WV,Springfield,22,1,YES,1,?,88110,16020,16020,56070,A5
220,42,726880,IN,100/300,Honda,1000,1281.72,0,MALE,College,farming-fishing,hiking,other-relative,2/13/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,SC,Northbend,20,4,NO,0,YES,47740,4340,4340,39060,Civic
85,30,190588,OH,100/300,Ford,1000,796.35,0,FEMALE,MD,craft-repair,video-games,own-child,2/20/2015,Multi-vehicle Collision,Rear Collision,Total Loss,SC,Northbend,9,3,YES,2,YES,58960,5360,10720,42880,F150
266,46,246705,OH,250/500,Toyota,500,1270.02,0,FEMALE,Associate,tech-support,skydiving,own-child,1/8/2015,Parked Car,?,Minor Damage,NC,Northbrook,5,1,NO,1,?,2160,480,240,1440,Corolla
41,26,619589,IL,100/300,Jeep,1000,1383.13,0,FEMALE,JD,prof-specialty,exercise,own-child,2/28/2015,Vehicle Theft,?,Trivial Damage,SC,Riverwood,12,1,YES,1,?,6890,530,1060,5300,Grand Cherokee
316,45,164988,IL,100/300,Suburu,2000,1290.74,5000000,FEMALE,High School,prof-specialty,kayaking,husband,2/12/2015,Multi-vehicle Collision,Side Collision,Major Damage,VA,Springfield,6,3,NO,2,YES,78870,7170,14340,57360,Legacy
285,47,729534,IN,100/300,Ford,1000,1216.68,0,FEMALE,Masters,sales,basketball,other-relative,1/6/2015,Vehicle Theft,?,Trivial Damage,SC,Columbus,8,1,NO,1,NO,2700,300,300,2100,F150
379,54,505014,IL,100/300,Jeep,500,1251.16,0,FEMALE,Associate,machine-op-inspct,kayaking,not-in-family,2/15/2015,Single Vehicle Collision,Front Collision,Total Loss,WV,Riverwood,14,1,?,0,NO,75960,6330,6330,63300,Grand Cherokee
15,34,920826,IN,250/500,BMW,2000,1586.41,0,FEMALE,High School,sales,video-games,other-relative,1/20/2015,Single Vehicle Collision,Front Collision,Major Damage,WV,Northbrook,10,1,YES,1,?,75570,6870,13740,54960,X5
354,48,534982,IL,500/1000,Chevrolet,2000,1526.11,5000000,FEMALE,Masters,sales,exercise,unmarried,1/3/2015,Single Vehicle Collision,Front Collision,Minor Damage,SC,Columbus,12,1,?,2,YES,90240,15040,15040,60160,Malibu
342,53,110408,IN,100/300,Accura,1000,1028.44,0,FEMALE,College,prof-specialty,dancing,not-in-family,1/26/2015,Single Vehicle Collision,Front Collision,Major Damage,SC,Springfield,12,1,?,0,NO,80960,14720,7360,58880,MDX
169,38,283052,IL,100/300,Mercedes,1000,1555.94,0,MALE,PhD,craft-repair,skydiving,own-child,1/25/2015,Multi-vehicle Collision,Front Collision,Total Loss,VA,Riverwood,12,3,NO,1,YES,79080,6590,13180,59310,C300
339,49,840806,IN,500/1000,Mercedes,2000,1570.77,0,MALE,JD,adm-clerical,paintball,not-in-family,1/18/2015,Vehicle Theft,?,Minor Damage,SC,Columbus,13,1,NO,0,NO,6820,1240,620,4960,ML350
259,42,382394,OH,100/300,Nissan,2000,1170.53,0,FEMALE,PhD,armed-forces,sleeping,wife,1/12/2015,Multi-vehicle Collision,Rear Collision,Total Loss,WV,Northbend,17,3,NO,1,YES,62590,5690,11380,45520,Pathfinder
65,23,876699,OH,250/500,Accura,1000,1099.95,0,FEMALE,College,sales,dancing,wife,1/15/2015,Single Vehicle Collision,Side Collision,Major Damage,NY,Arlington,14,1,NO,1,YES,52400,6550,6550,39300,MDX
254,46,871432,IL,250/500,Volkswagen,2000,1472.43,0,MALE,MD,tech-support,basketball,husband,1/10/2015,Multi-vehicle Collision,Front Collision,Major Damage,WV,Arlington,3,3,?,1,YES,63580,5780,11560,46240,Jetta
440,55,379882,IL,250/500,Nissan,500,1275.62,0,FEMALE,Associate,priv-house-serv,reading,other-relative,1/23/2015,Multi-vehicle Collision,Side Collision,Minor Damage,NY,Riverwood,18,3,YES,2,NO,61400,6140,6140,49120,Ultima
478,63,852002,IL,250/500,Dodge,1000,1292.3,0,MALE,High School,adm-clerical,paintball,own-child,2/21/2015,Parked Car,?,Minor Damage,VA,Northbend,5,1,YES,1,NO,4700,940,470,3290,Neon
230,44,372891,IN,250/500,BMW,2000,1009.37,0,FEMALE,College,prof-specialty,hiking,other-relative,2/17/2015,Single Vehicle Collision,Front Collision,Total Loss,SC,Riverwood,19,1,NO,0,YES,74140,13480,13480,47180,X5
138,30,689034,OH,500/1000,Volkswagen,500,1093.07,4000000,FEMALE,PhD,other-service,reading,wife,1/6/2015,Single Vehicle Collision,Front Collision,Major Damage,VA,Hillsdale,0,1,?,2,NO,83160,6930,13860,62370,Jetta
239,41,743092,OH,250/500,Mercedes,1000,1325.44,7000000,FEMALE,JD,farming-fishing,paintball,other-relative,2/18/2015,Parked Car,?,Trivial Damage,NC,Arlington,22,1,?,0,YES,10790,1660,830,8300,E400
93,31,599174,IL,100/300,Saab,2000,1017.18,0,FEMALE,MD,prof-specialty,paintball,husband,2/17/2015,Multi-vehicle Collision,Rear Collision,Major Damage,NC,Arlington,21,3,YES,1,NO,48070,8740,8740,30590,92x
37,25,421092,OH,100/300,Suburu,1000,1221.17,0,FEMALE,Masters,protective-serv,golf,not-in-family,1/24/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,SC,Northbrook,4,3,YES,0,YES,51030,5670,11340,34020,Impreza
254,40,349658,IN,100/300,Honda,500,1927.87,0,MALE,MD,prof-specialty,yachting,husband,1/21/2015,Single Vehicle Collision,Front Collision,Minor Damage,VA,Arlington,10,1,YES,0,?,43280,0,5410,37870,Civic
131,29,811042,IN,250/500,Suburu,1000,978.27,0,FEMALE,Associate,sales,paintball,own-child,2/3/2015,Single Vehicle Collision,Front Collision,Major Damage,SC,Hillsdale,5,1,?,1,NO,76400,15280,7640,53480,Forrestor
230,43,505316,IN,100/300,Audi,2000,1221.14,0,MALE,MD,prof-specialty,board-games,wife,1/7/2015,Single Vehicle Collision,Side Collision,Total Loss,VA,Hillsdale,13,1,?,0,?,75460,13720,13720,48020,A5
313,50,116645,OH,100/300,Ford,2000,1255.62,0,MALE,MD,armed-forces,polo,unmarried,2/2/2015,Multi-vehicle Collision,Side Collision,Major Damage,OH,Northbrook,18,3,YES,2,YES,69000,13800,6900,48300,F150
210,38,950880,IN,250/500,Accura,500,999.52,0,MALE,JD,tech-support,golf,other-relative,1/13/2015,Vehicle Theft,?,Minor Damage,VA,Springfield,6,1,?,1,NO,8640,1440,720,6480,TL
101,29,788502,OH,250/500,BMW,500,1380.89,0,MALE,PhD,armed-forces,dancing,own-child,2/28/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,SC,Arlington,0,3,?,2,?,67210,12220,12220,42770,X6
153,37,627486,IN,500/1000,Volkswagen,500,1010.77,0,MALE,High School,transport-moving,basketball,unmarried,1/16/2015,Multi-vehicle Collision,Side Collision,Total Loss,NC,Arlington,5,3,?,0,NO,42500,4250,4250,34000,Jetta
337,53,498842,OH,100/300,Accura,500,1205.86,0,MALE,Associate,armed-forces,basketball,wife,2/1/2015,Single Vehicle Collision,Rear Collision,Minor Damage,SC,Arlington,8,1,YES,0,NO,86400,14400,7200,64800,RSX
360,51,550294,IL,500/1000,Dodge,1000,1526.61,0,MALE,Masters,handlers-cleaners,chess,not-in-family,1/30/2015,Vehicle Theft,?,Minor Damage,SC,Hillsdale,5,1,YES,2,?,4620,840,840,2940,RAM
428,53,328387,IL,100/300,Honda,1000,1496.44,0,FEMALE,High School,tech-support,camping,unmarried,2/16/2015,Parked Car,?,Trivial Damage,NC,Springfield,9,1,YES,2,NO,6930,630,1260,5040,CRV
204,40,540152,IL,100/300,Saab,500,1256.2,0,FEMALE,JD,sales,hiking,not-in-family,1/7/2015,Multi-vehicle Collision,Side Collision,Minor Damage,SC,Northbend,10,3,YES,1,YES,41700,8340,8340,25020,95
364,51,385932,IL,100/300,Volkswagen,500,1268.35,0,MALE,Masters,transport-moving,board-games,wife,1/10/2015,Single Vehicle Collision,Rear Collision,Major Damage,NY,Northbrook,16,1,YES,2,NO,77330,14060,14060,49210,Jetta
185,35,618682,IN,500/1000,Ford,2000,1421.59,0,MALE,College,other-service,sleeping,own-child,1/31/2015,Vehicle Theft,?,Trivial Damage,WV,Arlington,8,1,?,2,YES,4950,900,450,3600,F150
63,26,550930,IL,500/1000,Accura,500,1500.04,6000000,MALE,PhD,craft-repair,polo,own-child,2/13/2015,Vehicle Theft,?,Minor Damage,NC,Northbrook,5,1,NO,0,YES,5160,860,860,3440,TL
210,35,998192,IL,100/300,Saab,500,1433.24,0,FEMALE,College,exec-managerial,yachting,not-in-family,2/22/2015,Multi-vehicle Collision,Side Collision,Total Loss,WV,Riverwood,11,3,NO,2,?,24570,2730,2730,19110,95
194,38,663938,IN,100/300,Toyota,2000,1231.25,0,FEMALE,PhD,craft-repair,movies,not-in-family,1/8/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,WV,Arlington,15,3,?,1,?,53680,4880,9760,39040,Camry
294,49,756870,IN,500/1000,Chevrolet,500,1135.43,0,MALE,Masters,farming-fishing,bungie-jumping,own-child,2/4/2015,Multi-vehicle Collision,Side Collision,Total Loss,WV,Columbus,23,3,YES,1,YES,42900,3900,3900,35100,Malibu
272,41,337158,OH,250/500,Ford,2000,945.73,5000000,MALE,MD,protective-serv,chess,wife,2/4/2015,Single Vehicle Collision,Front Collision,Minor Damage,NY,Arlington,23,1,NO,0,NO,84100,16820,8410,58870,Escape
27,27,919875,IN,100/300,Ford,2000,1118.76,0,FEMALE,College,adm-clerical,dancing,own-child,2/26/2015,Single Vehicle Collision,Front Collision,Total Loss,NY,Northbrook,23,1,?,1,?,61560,6840,6840,47880,Fusion
251,39,315631,IN,500/1000,Dodge,2000,1231.98,0,FEMALE,Associate,other-service,hiking,not-in-family,1/8/2015,Single Vehicle Collision,Rear Collision,Minor Damage,NY,Hillsdale,10,1,YES,0,?,44240,5530,5530,33180,RAM
180,33,113464,IN,500/1000,Jeep,2000,1005.47,0,FEMALE,JD,protective-serv,hiking,own-child,2/15/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,VA,Columbus,12,4,?,2,YES,57700,11540,5770,40390,Grand Cherokee
392,50,556415,OH,100/300,Saab,2000,1108.97,0,FEMALE,PhD,exec-managerial,exercise,not-in-family,1/14/2015,Single Vehicle Collision,Side Collision,Minor Damage,WV,Springfield,4,1,NO,2,YES,108030,16620,16620,74790,92x
143,30,250249,IN,100/300,Toyota,500,1392.39,5000000,FEMALE,High School,exec-managerial,dancing,unmarried,1/12/2015,Single Vehicle Collision,Rear Collision,Minor Damage,SC,Riverwood,16,1,NO,2,YES,54300,10860,5430,38010,Highlander
371,54,403776,IN,100/300,Ford,2000,1317.97,0,MALE,High School,craft-repair,movies,wife,1/18/2015,Multi-vehicle Collision,Front Collision,Major Damage,SC,Columbus,18,3,?,1,?,32280,5380,5380,21520,Fusion
292,42,396002,IN,250/500,Chevrolet,1000,1588.22,0,MALE,JD,machine-op-inspct,camping,other-relative,1/15/2015,Multi-vehicle Collision,Rear Collision,Total Loss,WV,Riverwood,15,3,YES,1,NO,84600,16920,8460,59220,Malibu
165,35,976908,IL,250/500,BMW,500,900.02,6000000,MALE,College,craft-repair,camping,own-child,2/24/2015,Single Vehicle Collision,Front Collision,Total Loss,SC,Springfield,8,1,NO,1,YES,69700,6970,6970,55760,3 Series
158,33,509489,OH,100/300,Volkswagen,1000,1744.64,3000000,MALE,JD,prof-specialty,movies,unmarried,2/7/2015,Multi-vehicle Collision,Rear Collision,Total Loss,WV,Springfield,4,3,NO,0,NO,36400,3640,7280,25480,Jetta
241,39,485295,OH,250/500,Jeep,1000,1260.56,0,FEMALE,JD,adm-clerical,paintball,own-child,2/22/2015,Multi-vehicle Collision,Side Collision,Minor Damage,SC,Northbrook,20,3,NO,0,YES,37520,4690,4690,28140,Wrangler
103,33,361829,OH,500/1000,Dodge,2000,1021.14,0,FEMALE,Masters,other-service,paintball,wife,1/19/2015,Multi-vehicle Collision,Side Collision,Major Damage,NY,Northbend,1,3,NO,2,?,79090,14380,14380,50330,RAM
402,54,603632,OH,250/500,Mercedes,2000,1285.09,0,MALE,JD,farming-fishing,board-games,not-in-family,2/28/2015,Single Vehicle Collision,Rear Collision,Major Damage,NY,Springfield,19,1,NO,0,YES,67770,7530,15060,45180,ML350
102,32,783494,OH,100/300,Chevrolet,500,1537.07,3000000,MALE,JD,tech-support,chess,wife,2/4/2015,Single Vehicle Collision,Side Collision,Total Loss,OH,Northbend,11,1,NO,1,NO,47400,9480,4740,33180,Silverado
182,40,439049,IN,100/300,Audi,1000,1022.42,0,MALE,PhD,other-service,skydiving,husband,2/17/2015,Single Vehicle Collision,Front Collision,Total Loss,SC,Northbend,13,1,YES,0,?,71100,7110,14220,49770,A3
282,46,502634,OH,100/300,BMW,2000,1558.86,0,MALE,MD,other-service,dancing,wife,2/17/2015,Single Vehicle Collision,Front Collision,Minor Damage,NY,Springfield,2,1,?,2,NO,69400,13880,6940,48580,M5
222,39,378588,OH,500/1000,Saab,500,1757.87,0,MALE,High School,transport-moving,board-games,not-in-family,1/17/2015,Multi-vehicle Collision,Rear Collision,Major Damage,SC,Northbrook,9,3,YES,2,?,55000,5000,10000,40000,93
415,52,794731,IN,250/500,Toyota,1000,973.5,0,MALE,PhD,machine-op-inspct,polo,not-in-family,2/2/2015,Multi-vehicle Collision,Rear Collision,Total Loss,WV,Arlington,15,2,YES,1,YES,51090,7860,7860,35370,Highlander
51,34,641934,OH,500/1000,Honda,500,1430.8,0,MALE,PhD,machine-op-inspct,camping,unmarried,2/12/2015,Single Vehicle Collision,Side Collision,Major Damage,NY,Springfield,23,1,?,2,NO,64200,6420,19260,38520,Civic
255,45,113516,IL,500/1000,Ford,500,1192.27,0,MALE,High School,sales,base-jumping,own-child,1/4/2015,Single Vehicle Collision,Front Collision,Total Loss,NC,Riverwood,16,1,NO,2,YES,67320,12240,12240,42840,Fusion
143,31,425631,IL,250/500,Audi,500,1163.83,0,MALE,Associate,protective-serv,movies,husband,2/21/2015,Multi-vehicle Collision,Side Collision,Major Damage,NC,Arlington,21,4,YES,2,?,76120,6920,13840,55360,A5
130,28,542245,OH,500/1000,Ford,1000,1003.15,0,FEMALE,JD,farming-fishing,movies,other-relative,1/23/2015,Multi-vehicle Collision,Front Collision,Minor Damage,SC,Hillsdale,21,2,YES,2,NO,85020,13080,13080,58860,Fusion
242,41,512894,OH,250/500,Toyota,2000,1153.54,6000000,MALE,Masters,protective-serv,polo,unmarried,2/12/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,NY,Northbrook,3,3,NO,0,?,68090,12380,12380,43330,Corolla
96,27,633090,IL,100/300,Nissan,1000,1631.1,0,FEMALE,High School,priv-house-serv,exercise,wife,1/23/2015,Parked Car,?,Trivial Damage,WV,Arlington,4,1,?,1,NO,6030,670,670,4690,Pathfinder
180,35,464234,IL,500/1000,Chevrolet,1000,1252.48,0,MALE,MD,machine-op-inspct,yachting,wife,2/10/2015,Vehicle Theft,?,Minor Damage,OH,Springfield,17,1,?,1,NO,5100,1020,510,3570,Malibu
150,30,290162,IN,100/300,Volkswagen,1000,1677.26,0,MALE,College,sales,yachting,own-child,1/10/2015,Vehicle Theft,?,Trivial Damage,WV,Springfield,7,1,YES,1,YES,4590,510,510,3570,Jetta
463,59,638155,IL,250/500,Chevrolet,1000,979.73,0,FEMALE,JD,exec-managerial,yachting,not-in-family,2/12/2015,Multi-vehicle Collision,Front Collision,Major Damage,SC,Columbus,14,2,?,1,NO,72400,7240,14480,50680,Tahoe
472,64,911429,IN,250/500,Mercedes,500,989.24,0,MALE,Masters,other-service,skydiving,not-in-family,2/21/2015,Single Vehicle Collision,Front Collision,Major Damage,NY,Northbrook,13,1,NO,2,NO,70900,14180,7090,49630,ML350
75,25,106186,IL,500/1000,Saab,1000,1389.86,0,FEMALE,Associate,priv-house-serv,hiking,husband,1/18/2015,Multi-vehicle Collision,Side Collision,Total Loss,WV,Springfield,23,2,?,2,YES,65100,6510,6510,52080,93
193,40,311783,OH,100/300,Ford,500,1233.85,0,FEMALE,College,handlers-cleaners,chess,husband,2/28/2015,Multi-vehicle Collision,Side Collision,Total Loss,PA,Hillsdale,23,3,?,2,YES,64260,0,14280,49980,Escape
43,43,528385,IL,500/1000,Honda,500,1320.39,0,FEMALE,Associate,armed-forces,yachting,not-in-family,1/19/2015,Single Vehicle Collision,Rear Collision,Major Damage,WV,Arlington,16,1,?,2,?,79970,7270,21810,50890,CRV
253,41,228403,IN,100/300,Chevrolet,1000,1435.09,0,FEMALE,College,machine-op-inspct,bungie-jumping,not-in-family,1/11/2015,Single Vehicle Collision,Rear Collision,Total Loss,SC,Northbrook,17,1,NO,2,?,56610,6290,6290,44030,Tahoe
152,30,209177,IN,500/1000,Toyota,500,1448.54,0,FEMALE,JD,craft-repair,polo,wife,2/11/2015,Single Vehicle Collision,Side Collision,Major Damage,VA,Northbrook,9,1,YES,1,?,84590,7690,7690,69210,Highlander
160,38,497929,OH,250/500,Mercedes,500,1733.56,0,MALE,High School,sales,sleeping,wife,1/9/2015,Multi-vehicle Collision,Side Collision,Major Damage,SC,Hillsdale,13,3,NO,2,YES,66780,7420,14840,44520,ML350
56,36,735844,IN,100/300,Ford,500,1533.07,0,MALE,JD,farming-fishing,exercise,own-child,1/20/2015,Single Vehicle Collision,Rear Collision,Major Damage,NC,Springfield,13,1,YES,1,YES,58500,0,6500,52000,Escape
286,41,710741,IL,100/300,Dodge,500,1106.77,0,FEMALE,College,prof-specialty,golf,other-relative,2/26/2015,Parked Car,?,Trivial Damage,WV,Columbus,3,1,?,2,NO,5000,500,500,4000,RAM
3,29,276804,IL,100/300,Mercedes,500,995.7,5000000,FEMALE,JD,priv-house-serv,chess,unmarried,2/2/2015,Parked Car,?,Trivial Damage,PA,Springfield,3,1,?,2,?,5000,500,1000,3500,E400
286,41,507545,IL,250/500,Saab,1000,1298.85,6000000,FEMALE,High School,sales,camping,other-relative,1/4/2015,Multi-vehicle Collision,Front Collision,Major Damage,NY,Columbus,16,3,?,1,YES,54450,6050,12100,36300,92x
239,38,485642,OH,250/500,Saab,1000,1276.73,5000000,FEMALE,Masters,handlers-cleaners,bungie-jumping,other-relative,2/19/2015,Multi-vehicle Collision,Front Collision,Major Damage,WV,Northbrook,12,3,NO,1,?,61920,6880,6880,48160,93
64,29,796375,OH,250/500,Nissan,2000,1202.28,0,MALE,High School,exec-managerial,cross-fit,other-relative,1/12/2015,Single Vehicle Collision,Side Collision,Minor Damage,VA,Hillsdale,4,1,?,1,NO,43700,4370,4370,34960,Pathfinder
98,31,171183,IN,100/300,Ford,500,671.92,0,MALE,Masters,machine-op-inspct,bungie-jumping,wife,1/24/2015,Single Vehicle Collision,Front Collision,Minor Damage,NC,Riverwood,3,1,?,2,?,64080,7120,7120,49840,Escape
16,35,110084,IL,250/500,Volkswagen,1000,1358.03,0,MALE,JD,sales,chess,own-child,2/17/2015,Single Vehicle Collision,Rear Collision,Total Loss,SC,Hillsdale,0,1,NO,2,?,55000,10000,10000,35000,Jetta
70,27,714784,IN,250/500,Toyota,1000,1008.79,4000000,FEMALE,Masters,adm-clerical,video-games,own-child,1/13/2015,Vehicle Theft,?,Trivial Damage,WV,Columbus,19,1,NO,2,?,4400,0,550,3850,Camry
75,27,143924,OH,100/300,Toyota,1000,1141.1,0,MALE,JD,armed-forces,movies,other-relative,2/28/2015,Multi-vehicle Collision,Side Collision,Minor Damage,SC,Hillsdale,15,2,?,0,YES,71640,5970,11940,53730,Highlander
246,44,996850,OH,100/300,Accura,1000,1397,0,MALE,High School,machine-op-inspct,reading,not-in-family,1/3/2015,Single Vehicle Collision,Rear Collision,Minor Damage,NY,Arlington,6,1,NO,1,NO,61740,6860,6860,48020,MDX
110,27,284834,OH,500/1000,Audi,1000,1664.66,0,FEMALE,Associate,priv-house-serv,golf,own-child,2/5/2015,Single Vehicle Collision,Side Collision,Total Loss,SC,Springfield,3,1,?,0,?,57500,5750,5750,46000,A3
236,39,830878,IN,250/500,Accura,1000,1151.39,4000000,FEMALE,Masters,exec-managerial,reading,wife,1/1/2015,Parked Car,?,Minor Damage,NY,Springfield,17,1,YES,0,?,8700,870,1740,6090,RSX
